NWCG_REPORTING_UNIT_NAME,DURATION,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE
Sacramento River National Wildlife Refuge,0,Smoking,0.1,39.75222222,-121.985
San Joaquin River National Wildlife Refuge,,Equipment Use,1,37.58805556,-121.1730556
Nevada-Yuba-Placer Unit,0,Debris Burning,1,39.226783,-121.380899
Nevada-Yuba-Placer Unit,0,Children,1,39.002788,-121.259866
San Benito-Monterey Unit,0,Miscellaneous,0.25,36.140156,-121.011389
Amador-El Dorado Unit,,Debris Burning,0.01,38.641251,-120.660824
Amador-El Dorado Unit,,Children,0.01,38.253335,-120.879534
Fresno-Kings Unit,,Equipment Use,0.1,36.67,-119.7369444
Merced-Mariposa Unit,,Miscellaneous,0.5,36.98111111,-120.645
Butte Unit,,Debris Burning,1,39.72,-121.8619444
Butte Unit,,Debris Burning,0.1,39.42111111,-121.7261111
Tehama-Glenn Unit,,Miscellaneous,1,39.97805555,-122.1769444
Riverside Unit,,Arson,0.3,33.92694444,-116.8680556
Riverside Unit,,Arson,0.1,33.73888888,-117.2238889
Riverside Unit,,Equipment Use,1,33.58305555,-116.455
Riverside Unit,,Equipment Use,1,33.73111111,-116.9280556
Cleveland National Forest,0,Equipment Use,0.1,32.8380556,-116.667222
California Desert District,0,Missing/Undefined,0.1,33.57942,-116.46744
Butte Unit,,Children,0.1,39.811122,-121.625956
Riverside Unit,,Missing/Undefined,0.01,33.934889,-117.035571
Tuolumne-Calaveras Unit,0,Debris Burning,1,37.736463,-120.466752
Siskiyou Unit,,Debris Burning,0.01,41.551767,-122.309883
Santa Clara Unit,,Equipment Use,0.1,37.558454,-121.869992
Mendocino Unit,0,Miscellaneous,0.1,39.218424,-123.081642
Fresno-Kings Unit,,Miscellaneous,1,36.72194444,-119.7269444
Merced-Mariposa Unit,,Miscellaneous,1.5,36.88,-120.445
Merced-Mariposa Unit,,Miscellaneous,0.1,37.39611111,-120.7961111
Merced-Mariposa Unit,,Debris Burning,1,37.01111111,-120.1111111
Merced-Mariposa Unit,,Equipment Use,0.1,36.97111111,-119.8938889
Eldorado National Forest,0,Campfire,0.1,38.9088889,-120.749444
Central California District,0,Children,8,35.8783,-118.6444
Monte Vista Unit,,Missing/Undefined,0.05,33.307291,-117.019586
Amador-El Dorado Unit,,Equipment Use,0.01,38.69000918,-121.0583343
Nevada-Yuba-Placer Unit,0,Debris Burning,0.25,38.901486,-121.126782
Monte Vista Unit,,Debris Burning,0.25,33.252932,-117.156184
Merced-Mariposa Unit,,Miscellaneous,0.5,36.98611111,-120.645
Merced-Mariposa Unit,,Miscellaneous,0.5,36.985,-120.645
Riverside Unit,,Miscellaneous,1,33.95888888,-117.56
Central California District,0,Miscellaneous,0.1,37.0639,-119.5592
Tuolumne-Calaveras Unit,,Debris Burning,0.25,38.2434,-120.370331
Amador-El Dorado Unit,,Debris Burning,0.01,38.67608,-120.850158
Fresno-Kings Unit,,Equipment Use,1,36.42305555,-119.8780556
Merced-Mariposa Unit,,Miscellaneous,1,36.88,-119.9769444
San Bernardino Unit,,Miscellaneous,1.5,34.10805555,-117.185
Riverside Unit,,Equipment Use,0.5,33.83611111,-117.5319444
Riverside Unit,,Equipment Use,0.3,33.985,-117.495
Riverside Unit,,Equipment Use,1,33.70611111,-117.3238889
San Bernardino National Forest,0,Miscellaneous,2.5,33.9966667,-116.901389
Cleveland National Forest,0,Equipment Use,0.1,32.8263889,-116.625556
Sacramento River National Wildlife Refuge,,Equipment Use,0.1,39.71277778,-121.9519444
Sacramento River National Wildlife Refuge,,Equipment Use,0.1,39.71361111,-121.9505556
Shasta-Trinity Unit,,Miscellaneous,1,40.43684,-122.197829
Los Angeles County Fire Department,,Miscellaneous,1,34.44220572,-118.6079164
Monte Vista Unit,,Equipment Use,0.01,32.651466,-116.853594
Fresno-Kings Unit,,Debris Burning,4,36.53111111,-120.4861111
Riverside Unit,,Equipment Use,1,33.88194444,-117.4569444
San Bernardino National Forest,0,Miscellaneous,0.25,33.5072222,-116.626111
San Bernardino National Forest,0,Equipment Use,0.1,34.1036111,-117.015556
Angeles National Forest,0,Miscellaneous,0.5,34.4447222,-118.363333
Angeles National Forest,0,Miscellaneous,0.1,34.6272222,-118.328333
Sonoma-Lake Napa Unit,,Missing/Undefined,1,38.30367,-122.708296
Fresno-Kings Unit,,Miscellaneous,0.1,36.75611111,-120.3861111
Butte Unit,,Miscellaneous,1,39.51805555,-121.55
Riverside Unit,,Miscellaneous,1,34.01194444,-117.4580556
Riverside Unit,,Miscellaneous,1.5,33.98194444,-117.5230556
Riverside Unit,,Smoking,1,33.99805555,-117.4711111
Santa Barbara County Fire Department,,Miscellaneous,10,34.98111111,-119.785
Shasta-Trinity National Forest,0,Equipment Use,0.01,40.7833333,-123.35
Shasta-Trinity National Forest,0,Equipment Use,0.01,40.7833333,-123.333333
Shasta-Trinity National Forest,0,Equipment Use,0.01,40.7666667,-123.3
San Bernardino National Forest,0,Miscellaneous,2.5,33.9222222,-116.876944
Six Rivers National Forest,0,Miscellaneous,0.1,41.8875,-123.800833
California Desert District,1,Equipment Use,716.7,34.0214,-117.4805
San Diego National Wildlife Refuge,0,Miscellaneous,0.1,32.75194444,-116.9008333
Monte Vista Unit,0,Children,0.01,32.668935,-116.71897
Butte Unit,,Debris Burning,0.01,39.508674,-121.514474
Santa Clara Unit,,Missing/Undefined,0.1,37.718979,-121.701633
Merced-Mariposa Unit,,Miscellaneous,0.5,36.98694444,-120.0738889
Merced-Mariposa Unit,,Miscellaneous,0.1,36.98888888,-120.0288889
Merced-Mariposa Unit,,Miscellaneous,0.5,36.975,-120.06
Merced-Mariposa Unit,,Miscellaneous,1,36.96888888,-120.0680556
Merced-Mariposa Unit,,Arson,0.3,36.97694444,-120.07
Merced-Mariposa Unit,,Equipment Use,1,37.37611111,-120.4680556
Merced-Mariposa Unit,,Children,0.1,36.98611111,-120.645
Santa Clara Unit,,Equipment Use,100,37.63611111,-121.43
Butte Unit,,Debris Burning,2,39.40888888,-121.7
Riverside Unit,,Equipment Use,1,33.89194444,-117.3730556
San Bernardino National Forest,0,Equipment Use,0.1,34.3680556,-117.541667
Angeles National Forest,0,Equipment Use,1,34.6816667,-118.780556
San Bernardino National Forest,0,Miscellaneous,0.2,34.2733333,-117.215278
Central California District,0,Missing/Undefined,2,35.2783,-119.5047
Tulare Unit,0,Debris Burning,1.3,36.086745,-118.892367
Amador-El Dorado Unit,,Debris Burning,0.1,38.594322,-120.846854
Sonoma-Lake Napa Unit,,Missing/Undefined,0.1,38.226571,-122.619147
Santa Clara Unit,,Missing/Undefined,0.25,37.740288,-121.585803
Riverside Unit,,Equipment Use,2,33.766259,-117.28224
Riverside Unit,,Smoking,1,33.785398,-117.463618
Shasta-Trinity Unit,0,Miscellaneous,1,40.403061,-122.735023
Riverside Unit,,Miscellaneous,1,33.78611111,-117.2188889
Riverside Unit,,Miscellaneous,2,33.66305555,-117.1888889
Angeles National Forest,0,Miscellaneous,0.1,34.4416667,-118.148333
Angeles National Forest,0,Campfire,0.1,34.4055556,-117.727222
Angeles National Forest,0,Campfire,0.1,34.4027778,-117.726944
Six Rivers National Forest,0,Equipment Use,0.1,40.4647222,-123.531944
Amador-El Dorado Unit,,Missing/Undefined,0.01,38.703441,-121.00185
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.25,39.200311,-121.222659
Monte Vista Unit,0,Debris Burning,0.25,33.073702,-116.871813
Amador-El Dorado Unit,,Equipment Use,2,38.622057,-121.114094
Amador-El Dorado Unit,,Debris Burning,0.01,38.700692,-121.109588
Nevada-Yuba-Placer Unit,,Miscellaneous,0.1,39.241168,-120.967538
Nevada-Yuba-Placer Unit,,Debris Burning,0.1,39.24114964,-120.9675117
Santa Clara Unit,,Missing/Undefined,1,37.154248,-121.689565
Merced-Mariposa Unit,,Miscellaneous,0.1,37.05111111,-120.6361111
Santa Clara Unit,,Equipment Use,1,36.96111111,-121.5511111
San Bernardino Unit,,Miscellaneous,1,34.00388888,-117.065
Riverside Unit,,Miscellaneous,1,33.46805555,-117.1030556
San Bernardino National Forest,0,Miscellaneous,0.25,34.1872222,-117.439444
Angeles National Forest,0,Campfire,0.1,34.4061111,-117.7275
San Bernardino National Forest,0,Miscellaneous,0.1,34.33,-117.513333
Hoopa Valley Tribe,0,Equipment Use,0.2,41.1261,-123.6958
California Desert District,0,Missing/Undefined,0.1,33.92153,-116.64633
Central California District,5,Equipment Use,2044,35.0475,-119.9005
Central California District,1,Miscellaneous,2,35.6853,-118.3005
Central California District,0,Debris Burning,330,35.1706,-119.278
Central California District,0,Equipment Use,946,35.1131,-119.7753
Merced-Mariposa Unit,0,Missing/Undefined,5,36.992222,-120.908554
Amador-El Dorado Unit,,Debris Burning,0.1,38.868631,-120.996754
Sonoma-Lake Napa Unit,,Debris Burning,1,38.554613,-122.773551
Amador-El Dorado Unit,0,Equipment Use,0.5,38.3548,-121.168399
Monte Vista Unit,0,Miscellaneous,0.25,33.304144,-117.048447
Fresno-Kings Unit,,Equipment Use,0.3,36.82305555,-119.6261111
Fresno-Kings Unit,,Equipment Use,1,36.13805555,-120.1561111
Merced-Mariposa Unit,,Miscellaneous,0.1,36.96805555,-120.0680556
Merced-Mariposa Unit,,Miscellaneous,4,36.97694444,-120.0719444
Merced-Mariposa Unit,,Miscellaneous,1,37.05694444,-120.9538889
San Bernardino Unit,,Miscellaneous,1,34.01888888,-117.0480556
Shasta-Trinity National Forest,0,Campfire,0.01,41.35,-122.3
Klamath National Forest,2,Lightning,0.25,41.875,-123.276389
Tule River Agency,0,Arson,0.1,36.02828,-118.78822
California Desert District,0,Missing/Undefined,0.1,33.9331,-116.5761
Tulare Unit,,Missing/Undefined,0.1,35.808465,-118.636055
Merced-Mariposa Unit,0,Equipment Use,2,37.05674,-121.016283
Monte Vista Unit,,Missing/Undefined,26,32.649553,-116.868377
Tehama-Glenn Unit,0,Equipment Use,0.01,40.158699,-122.256623
Butte Unit,,Debris Burning,0.1,39.80111111,-121.895
Riverside Unit,,Arson,0.5,33.59805555,-116.2080556
San Diego National Wildlife Refuge,0,Miscellaneous,26.8,32.6625,-116.8705556
Tehama-Glenn Unit,,Missing/Undefined,0.01,40.340288,-122.392193
Fresno-Kings Unit,,Miscellaneous,200,36.85111111,-120.5630556
Merced-Mariposa Unit,,Miscellaneous,0.5,37.38888888,-120.6219444
Riverside Unit,,Equipment Use,0.3,33.92194444,-116.8738889
Tehama-Glenn Unit,0,Missing/Undefined,1,40.313539,-122.070949
Butte Unit,,Debris Burning,0.1,39.630283,-121.423842
San Benito-Monterey Unit,,Equipment Use,70,36.76694444,-121.3030556
Fresno-Kings Unit,,Miscellaneous,0.3,36.79,-120.3738889
Fresno-Kings Unit,,Miscellaneous,1,36.85194444,-119.6261111
Fresno-Kings Unit,,Equipment Use,2,36.67805555,-119.7861111
Angeles National Forest,0,Miscellaneous,0.1,34.6069444,-118.559722
Tahoe National Forest,0,Debris Burning,0.1,39.3897222,-121.105
Central California District,0,Missing/Undefined,0.1,35.2192,-119.6414
Central California District,0,Missing/Undefined,0.1,35.1444,-119.7053
Merced-Mariposa Unit,0,Missing/Undefined,1,37.246169,-121.08645
Los Angeles County Fire Department,,Miscellaneous,1,34.44220572,-118.6079164
Lassen-Modoc Unit,0,Miscellaneous,0.27,40.356877,-120.706673
Tulare Unit,,Missing/Undefined,0.5,36.108199,-118.858999
Fresno-Kings Unit,,Debris Burning,1,36.20388888,-120.0988889
Fresno-Kings Unit,,Debris Burning,1,36.56194444,-119.7169444
Fresno-Kings Unit,,Equipment Use,6,36.19388888,-120.3730556
Merced-Mariposa Unit,,Miscellaneous,0.2,37.05194444,-120.5719444
Merced-Mariposa Unit,,Arson,0.1,37.35194444,-120.6219444
Riverside Unit,,Equipment Use,1000,33.875,-117.5061111
San Mateo-Santa Cruz Unit,,Missing/Undefined,0.01,37.06189478,-122.0335412
Riverside Unit,,Equipment Use,0.5,33.791472,-117.270039
Merced-Mariposa Unit,0,Missing/Undefined,7,37.246169,-121.08645
San Bernardino Unit,0,Missing/Undefined,4,33.950746,-117.742423
San Benito-Monterey Unit,0,Debris Burning,1,36.868016,-121.646389
Fresno-Kings Unit,,Miscellaneous,1,36.66305555,-119.755
Sonoma-Lake Napa Unit,,Arson,0.3,38.24694444,-122.3188889
Riverside Unit,,Miscellaneous,0.5,33.67194444,-117.3780556
Riverside Unit,,Miscellaneous,1,34.01305555,-117.3419444
Riverside Unit,,Miscellaneous,1,33.78194444,-116.9680556
Riverside Unit,,Equipment Use,2,33.685,-117.2230556
Riverside Unit,,Equipment Use,1,33.86111111,-117.3138889
Cleveland National Forest,0,Miscellaneous,0.25,33.4836111,-117.368056
Angeles National Forest,0,Equipment Use,3,34.5466667,-118.654722
San Bernardino National Forest,0,Miscellaneous,1,34.2297222,-117.478333
California Desert District,0,Missing/Undefined,7,33.741122,-117.28465
Monte Vista Unit,,Missing/Undefined,1,33.228238,-117.00708
Monte Vista Unit,,Arson,0.5,33.233629,-117.0108
Merced-Mariposa Unit,0,Missing/Undefined,1,37.124438,-119.73701
Fresno-Kings Unit,,Miscellaneous,1,36.71805555,-119.755
Merced-Mariposa Unit,,Miscellaneous,1,36.99305555,-120.7080556
Merced-Mariposa Unit,,Debris Burning,1,37.32388888,-120.7311111
Merced-Mariposa Unit,,Equipment Use,0.1,37.055,-120.7511111
Merced-Mariposa Unit,,Railroad,0.3,37.38888888,-120.6188889
Butte Unit,,Debris Burning,1,39.50805555,-121.5961111
Riverside Unit,,Miscellaneous,2,33.64888888,-117.18
Riverside Unit,,Miscellaneous,1,33.84805555,-117.2680556
Riverside Unit,,Equipment Use,1,33.74305555,-117.1061111
Angeles National Forest,0,Equipment Use,0.1,34.2088889,-118.190278
Tule River Agency,0,Arson,0.1,36.02619,-118.79683
Butte Unit,,Equipment Use,0.1,39.466354,-121.52309
Sonoma-Lake Napa Unit,,Debris Burning,0.5,38.63191,-122.673995
Butte Unit,,Equipment Use,0.1,39.466354,-121.52309
San Bernardino Unit,,Missing/Undefined,0.1,34.25777268,-116.8594639
Merced-Mariposa Unit,,Miscellaneous,0.5,37.295,-120.325
Merced-Mariposa Unit,,Miscellaneous,0.1,37.075,-120.8761111
Merced-Mariposa Unit,,Equipment Use,5,37.35194444,-120.4380556
Santa Clara Unit,,Miscellaneous,1,37.09694444,-121.595
Nevada-Yuba-Placer Unit,,Miscellaneous,0.1,39.145,-121.6
Tehama-Glenn Unit,,Debris Burning,2,39.91388888,-122.2330556
Riverside Unit,,Miscellaneous,5,33.75805555,-117.2338889
California Desert District,0,Arson,0.1,34.60749,-117.26032
Merced-Mariposa Unit,,Equipment Use,1,37.014167,-120.928889
Butte Unit,0,Miscellaneous,1,39.77393,-121.672009
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,39.180762,-121.047245
Sonoma-Lake Napa Unit,,Missing/Undefined,1,38.494741,-122.027481
Riverside Unit,,Miscellaneous,1,33.792882,-117.395099
Merced-Mariposa Unit,0,Miscellaneous,0.25,37.359609,-120.183995
Butte Unit,,Arson,0.1,39.518577,-121.465369
Fresno-Kings Unit,,Arson,1,36.72,-119.7269444
Merced-Mariposa Unit,,Miscellaneous,0.1,37.11388888,-120.3288889
Merced-Mariposa Unit,,Miscellaneous,0.1,37.31694444,-120.7338889
Tehama-Glenn Unit,,Equipment Use,0.1,40.18611111,-122.1861111
Riverside Unit,,Miscellaneous,1,33.76888888,-117.24
Riverside Unit,,Miscellaneous,0.1,33.875,-117.21
San Luis Obispo Unit,,Missing/Undefined,0.2,35.468589,-120.37904
Riverside Unit,,Equipment Use,2,33.989519,-117.284496
Tulare Unit,,Debris Burning,0.1,36.13166,-118.865299
Tuolumne-Calaveras Unit,,Missing/Undefined,0.25,37.8584151,-120.223314
Santa Clara Unit,,Missing/Undefined,0.05,37.73335,-121.6276
Riverside Unit,,Missing/Undefined,1,33.822611,-117.292997
Shasta-Trinity Unit,,Missing/Undefined,0.75,40.55607,-122.15101
Monte Vista Unit,0,Missing/Undefined,1,33.078319,-117.115884
San Bernardino Unit,,Missing/Undefined,0.01,34.420781,-117.189878
Monte Vista Unit,,Missing/Undefined,0.1,33.094811,-117.132569
Fresno-Kings Unit,,Debris Burning,0.1,36.63388888,-119.5111111
Fresno-Kings Unit,,Miscellaneous,1,36.63388888,-119.6938889
Merced-Mariposa Unit,,Miscellaneous,1,37.36305555,-120.5769444
Merced-Mariposa Unit,,Debris Burning,1,37.42888888,-120.6130556
Riverside Unit,,Miscellaneous,1,33.71194444,-117.2411111
Riverside Unit,,Miscellaneous,1,34.02194444,-117.4230556
San Bernardino Unit,,Debris Burning,0.1,34.469809,-117.643172
Tuolumne-Calaveras Unit,0,Equipment Use,1,37.965014,-120.639809
San Luis Obispo Unit,0,Equipment Use,1,35.376466,-120.407982
Humboldt-Del Norte Unit,,Miscellaneous,0.1,40.8714,-124.06977
San Luis Obispo Unit,,Powerline,1,35.597564,-120.337676
Fresno-Kings Unit,0,Arson,0.5,36.09272,-120.427507
Riverside Unit,,Miscellaneous,0.1,33.90305555,-116.54
San Bernardino National Forest,0,Equipment Use,6,33.7161111,-116.871111
San Bernardino County Fire Department,,Missing/Undefined,90,34.543611,-117.298889
Santa Clara Unit,,Missing/Undefined,1,37.624647,-121.756728
Santa Clara Unit,,Missing/Undefined,0.5,37.62465446,-121.7566849
Santa Clara Unit,,Miscellaneous,0.2,37.62465446,-121.7566849
Fresno-Kings Unit,,Arson,1,36.71888888,-119.7330556
Fresno-Kings Unit,,Equipment Use,6,36.41805555,-119.7980556
Riverside Unit,,Miscellaneous,0.2,33.92111111,-117.2780556
Riverside Unit,,Miscellaneous,1,33.92194444,-117.2330556
Santa Barbara County Fire Department,,Miscellaneous,0.5,34.665,-120.1761111
San Luis Obispo Unit,,Miscellaneous,0.1,35.03194444,-120.4869444
San Bernardino National Forest,0,Miscellaneous,0.01,34.2519444,-116.824444
Tule River Agency,0,Arson,0.1,36.04233,-118.74672
Tehama-Glenn Unit,,Miscellaneous,0.1,39.762769,-122.340319
Monte Vista Unit,,Debris Burning,0.25,33.261289,-117.092029
San Luis Obispo Unit,,Miscellaneous,3,35.307821,-119.987492
Nevada-Yuba-Placer Unit,,Debris Burning,0.01,39.27428066,-120.959139
Fresno-Kings Unit,,Miscellaneous,1,36.41611111,-119.7980556
Merced-Mariposa Unit,,Miscellaneous,0.2,37.39111111,-120.6219444
Riverside Unit,,Arson,0.3,33.93194444,-117.1961111
San Luis Obispo Unit,,Equipment Use,0.1,35.65111111,-120.685
San Bernardino National Forest,0,Equipment Use,0.1,34.4138889,-117.593056
Central California District,0,Miscellaneous,26,35.8333,-119.4664
Central California District,0,Equipment Use,0.1,35.6642,-118.2589
San Luis National Wildlife Refuge,0,Debris Burning,228,37.23333333,-120.8811111
Riverside Unit,0,Children,0.4,33.616472,-117.315967
Monte Vista Unit,0,Debris Burning,0.2,33.386872,-117.173348
Shasta-Trinity Unit,,Missing/Undefined,0.03,40.737449,-122.92904
Monte Vista Unit,,Miscellaneous,0.25,33.228304,-116.993631
Merced-Mariposa Unit,,Miscellaneous,0.3,37.34611111,-120.5219444
Merced-Mariposa Unit,,Miscellaneous,0.1,36.93305555,-119.8969444
Merced-Mariposa Unit,,Equipment Use,1,36.98611111,-120.645
Merced-Mariposa Unit,,Equipment Use,1,37.34111111,-120.8511111
San Bernardino Unit,,Equipment Use,1,34.03388888,-117.0480556
Riverside Unit,,Miscellaneous,3,33.95194444,-117.6038889
Riverside Unit,,Smoking,2,34.01194444,-117.3830556
Riverside Unit,,Equipment Use,3,33.92111111,-117.2769444
Riverside Unit,,Equipment Use,0.3,33.50388888,-117.1780556
Cleveland National Forest,0,Miscellaneous,0.5,33.6255556,-117.426389
San Bernardino National Forest,0,Miscellaneous,9.1,33.7988889,-116.925278
San Bernardino National Forest,0,Campfire,0.1,33.7988889,-116.925278
California Desert District,0,Missing/Undefined,8,33.79836,-116.92744
California Desert District,1,Children,0.3,35.42408,-118.00652
Santa Monica Mountains National Recreation Area,0,Powerline,4,34.0881,-118.983
Santa Monica Mountains National Recreation Area,0,Missing/Undefined,0.5,34.1431,-118.6953
Amador-El Dorado Unit,,Miscellaneous,0.1,38.90304947,-119.9819359
Riverside Unit,0,Equipment Use,15,33.555852,-117.289126
Riverside Unit,,Missing/Undefined,0.25,33.795017,-117.261287
Merced-Mariposa Unit,,Children,1,37.166042,-119.752644
Monte Vista Unit,,Arson,6.4,32.567382,-116.927857
Monte Vista Unit,0,Miscellaneous,5,33.297607,-117.105201
Tehama-Glenn Unit,0,Equipment Use,0.44,40.244894,-122.455801
San Bernardino Unit,,Miscellaneous,0.01,34.420912,-117.176887
Monte Vista Unit,,Missing/Undefined,50,32.906591,-116.942448
Fresno-Kings Unit,,Miscellaneous,21,36.83694444,-119.5561111
Fresno-Kings Unit,,Miscellaneous,5,36.35611111,-120.3030556
Merced-Mariposa Unit,,Miscellaneous,1,37.005,-120.085
Sonoma-Lake Napa Unit,,Miscellaneous,1,38.80111111,-123.015
Riverside Unit,,Miscellaneous,0.1,33.66111111,-117.3069444
Riverside Unit,,Miscellaneous,0.3,33.58805555,-114.605
Riverside Unit,,Smoking,1,33.76111111,-117.2580556
Riverside Unit,,Miscellaneous,1,33.93111111,-116.8861111
Riverside Unit,,Equipment Use,0.1,33.74,-116.9419444
Cleveland National Forest,0,Campfire,0.1,33.5922222,-117.349444
Angeles National Forest,0,Miscellaneous,0.1,34.2475,-117.840556
California Desert District,0,Miscellaneous,3,33.7642,-117.2914
Central California District,0,Miscellaneous,8,35.2025,-119.4686
Central California District,0,Missing/Undefined,1,35.3622,-119.8189
Central California District,0,Missing/Undefined,0.1,35.7497,-118.2478
Tuolumne-Calaveras Unit,0,Miscellaneous,0.1,37.663146,-120.471648
Sonoma-Lake Napa Unit,0,Missing/Undefined,0.1,38.317349,-123.030919
Riverside Unit,0,Children,6,33.768305,-117.27284
Tuolumne-Calaveras Unit,,Missing/Undefined,0.2,37.663697,-120.460741
Sonoma-Lake Napa Unit,,Missing/Undefined,0.5,38.410759,-121.976971
Monte Vista Unit,0,Equipment Use,1,33.065806,-116.858756
Riverside Unit,0,Arson,1.6,33.806232,-117.114542
Amador-El Dorado Unit,,Debris Burning,0.1,38.691863,-120.735801
